isin,wkn,name,fundProvider,quote,quote52Low,quote52High,ytdReturnCUR,fees,yearVolatilityCUR,fundCurrency,threeMonthReturnCUR,monthReturnCUR,sixMonthReturnCUR,inceptionDate,ticker,yearReturnCUR,domicileCountry,weekReturnCUR,yearReturn1CUR,quoteDate,currencyRisk,UCITSCompliance,securitiesLending
IE00B0M62X26,A0HGV1,iShares Euro Inflation Linked Government Bond UCITS ETF,iShares,221.11,211.45,243.55,0.0276,0.0009,0.0999,EUR,0.0165,0.0086,-0.0027,11/18/2005,IBCI,-0.0811,Ireland,-0.001,-0.0984,3/21/2023,Currency unhedged,Yes,Yes
LU1650491282,LYX0XL,Lyxor Euro Government Inflation Linked Bond (DR) UCITS ETF - Acc,Lyxor ETF,159.94,153.01,176.25,0.0275,0.0009,0.1064,EUR,0.0163,0.0085,-0.0032,4/14/2005,LYQ7,-0.0815,Luxembourg,-0.0011,-0.0975,3/21/2023,Currency unhedged,Yes,No
LU1650491795,LYX042,Lyxor Euro Government Inflation Linked Bond (DR) UCITS ETF - Dist,Lyxor ETF,138.57,133.03,154.06,0.0274,0.0009,0.1065,EUR,0.0163,0.0084,-0.0032,9/24/2020,E15H,-0.0815,Luxembourg,-0.0012,-0.0975,3/21/2023,Currency unhedged,Yes,No
LU0290358224,DBX0AM,Xtrackers Eurozone Inflation-Linked Bond UCITS ETF 1C,Xtrackers,229.77,219.73,253.17,0.0277,0.0015,0.0994,EUR,0.017,0.008,-0.0034,6/8/2007,DBXK,-0.0816,Luxembourg,-0.0015,-0.0979,3/21/2023,Currency unhedged,Yes,Yes
IE00BGJWWY63,A2N7D4,Invesco Euro Government Bond 1-3 Year UCITS ETF Dist,Invesco,37.62,37.24,39.18,0.0077,0.001,0.0262,EUR,0.0053,0.0069,-0.0012,8/28/2019,EIB3,-0.0358,Ireland,0.0021,-0.0491,3/21/2023,Currency unhedged,Yes,No
IE00BGJWWV33,A2PM7L,Invesco Euro Government Bond 3-5 Year UCITS ETF Dist,Invesco,36.11,35.25,38.68,0.0225,0.001,0.0565,EUR,0.0159,0.0179,0.0039,8/28/2019,EIB5,-0.0632,Ireland,0.01,-0.101,3/21/2023,Currency unhedged,Yes,No
IE00BGJWWT11,A2PM7M,Invesco Euro Government Bond 5-7 Year UCITS ETF Dist,Invesco,34.41,33.48,38.16,0.03,0.001,0.0832,EUR,0.0185,0.0194,0.0014,8/28/2019,EIB7,-0.0932,Ireland,0.0084,-0.1474,3/21/2023,Currency unhedged,Yes,No
IE00BGJWWW40,A2PM7N,Invesco Euro Government Bond 7-10 Year UCITS ETF Dist,Invesco,32.25,31.11,37.02,0.0442,0.001,0.1146,EUR,0.0258,0.0239,0.0021,8/28/2019,EIBX,-0.1241,Ireland,0.0102,-0.1998,3/21/2023,Currency unhedged,Yes,No
LU0969639128,A1W40U,UBS ETF (LU) Bloomberg EUR Treasury 1-10 UCITS ETF (EUR) A-dis,UBS ETF,11.41,11.12,12.37,0.0267,0.0017,0.0637,EUR,0.0176,0.0186,0.0034,11/29/2013,UEF4,-0.0734,Luxembourg,0.0106,-0.1202,3/21/2023,Currency unhedged,Yes,No
LU1650487413,LYX0XH,Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF - Acc,Lyxor ETF,118.54,116.87,122.78,0.012,0.0017,0.0274,EUR,0.0093,0.0113,0.0022,9/22/2005,LYQ2,-0.0325,Luxembourg,0.0064,-0.0499,3/21/2023,Currency unhedged,Yes,No
LU1650487926,LYX04X,Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF - Dist,Lyxor ETF,117.72,116.07,123.68,0.0123,0.0017,0.0277,EUR,0.0095,0.0116,0.0024,9/17/2020,EGV3,-0.0322,Luxembourg,0.0067,-0.0499,3/21/2023,Currency unhedged,Yes,No
LU1650489385,LYX0XF,Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF - Acc,Lyxor ETF,186.16,177.46,222.19,0.0602,0.0017,0.1383,EUR,0.0333,0.032,0.005,1/28/2004,LYQ6,-0.1588,Luxembourg,0.0163,-0.2541,3/21/2023,Currency unhedged,Yes,No
LU1650489898,LYX04W,Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF - Dist,Lyxor ETF,137.49,130.96,168.18,0.06,0.0017,0.1387,EUR,0.0331,0.0318,0.0048,9/17/2020,NADB,-0.1589,Luxembourg,0.0161,-0.2541,3/21/2023,Currency unhedged,Yes,No
LU1287023268,LYX0VF,Lyxor Euro Government Bond 15+Y (DR) UCITS ETF - Acc,Lyxor ETF,179.57,167.82,240.04,0.0703,0.0017,0.2116,EUR,0.0177,0.0385,-0.0163,6/20/2007,LYXF,-0.2509,Luxembourg,0.0212,-0.3592,3/21/2023,Currency unhedged,Yes,No
LU2090062782,LYX04Y,Lyxor Euro Government Bond 15+Y (DR) UCITS ETF - Dist,Lyxor ETF,158.44,148.04,216.88,0.0707,0.0017,0.2115,EUR,0.0181,0.0389,-0.0159,9/24/2020,E15G,-0.2506,Luxembourg,0.0216,-0.3592,3/21/2023,Currency unhedged,Yes,No
LU1686832194,LYX0ZA,Lyxor Euro Government Bond 25+Y (DR) UCITS ETF - Acc,Lyxor ETF,82.51,74.26,115.13,0.0847,0.0007,0.2728,EUR,-0.0245,0.0487,-0.0534,3/2/2015,LMTH,-0.2913,Luxembourg,0.0561,-0.4134,3/17/2023,Currency unhedged,Yes,No
LU1686832277,LYX048,Lyxor Euro Government Bond 25+Y (DR) UCITS ETF - Dist,Lyxor ETF,148.89,136.96,216.74,0.0807,0.001,0.2684,EUR,0.0087,0.0456,-0.0236,9/24/2020,DFOB,-0.2969,Luxembourg,0.0257,-0.4136,3/21/2023,Currency unhedged,Yes,No
LU1650488494,LYX0XJ,Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF - Acc,Lyxor ETF,140.46,137.15,150.48,0.0225,0.0017,0.057,EUR,0.0154,0.0182,0.0029,1/28/2004,LYQ3,-0.063,Luxembourg,0.0106,-0.1009,3/21/2023,Currency unhedged,Yes,No
LU1650488817,LYX04Z,Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF - Dist,Lyxor ETF,126.91,123.92,137.72,0.0223,0.0017,0.0575,EUR,0.0153,0.0179,0.0027,9/17/2020,EGV5,-0.0632,Luxembourg,0.0103,-0.101,3/21/2023,Currency unhedged,Yes,No
IE00BS7K8821,A12DYT,SPDR Bloomberg 3-5 Year Euro Government Bond UCITS ETF,SPDR ETF,28.55,27.88,30.58,0.0221,0.0015,0.0541,EUR,0.0148,0.0177,0.0024,12/3/2014,SYB4,-0.063,Ireland,0.0102,-0.1008,3/21/2023,Currency unhedged,Yes,No
LU1287023003,LYX0VG,Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF - Acc,Lyxor ETF,147.28,142.8,162.16,0.033,0.0017,0.0811,EUR,0.0218,0.0229,0.0048,1/18/2007,LYXC,-0.0877,Luxembourg,0.0127,-0.1447,3/21/2023,Currency unhedged,Yes,No
LU2090062865,LYX040,Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF - Dist,Lyxor ETF,144.03,139.66,161.33,0.0331,0.0017,0.0816,EUR,0.0219,0.023,0.0049,9/17/2020,EGV7,-0.0876,Luxembourg,0.0128,-0.1446,3/21/2023,Currency unhedged,Yes,No
LU1287023185,LYX0VH,Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF - Acc,Lyxor ETF,156.69,150.67,178.36,0.0465,0.0017,0.11,EUR,0.0285,0.0277,0.0054,1/18/2007,LYXD,-0.1175,Luxembourg,0.0149,-0.1945,3/21/2023,Currency unhedged,Yes,No
LU2090062949,LYX041,Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF - Dist,Lyxor ETF,149.84,144.09,172.84,0.0465,0.0017,0.1106,EUR,0.0285,0.0277,0.0054,9/17/2020,MTDD,-0.1175,Luxembourg,0.015,-0.1945,3/21/2023,Currency unhedged,Yes,No
LU1650490474,LYX0XK,Lyxor Euro Government Bond (DR) UCITS ETF - Acc,Lyxor ETF,160.67,155.12,182.72,0.0376,0.0014,0.0964,EUR,0.0194,0.024,0.0006,12/8/2003,LYQ1,-0.1182,Luxembourg,0.0133,-0.1854,3/21/2023,Currency unhedged,Yes,No
IE00B3S5XW04,A1JJTP,SPDR Bloomberg Euro Government Bond UCITS ETF (Dist),SPDR ETF,55.25,53.36,63.12,0.0374,0.0015,0.0948,EUR,0.0193,0.0237,0.0003,5/23/2011,SYBB,-0.1185,Ireland,0.0129,-0.186,3/21/2023,Currency unhedged,Yes,No
IE00B3FH7618,A0RGEL,iShares Euro Government Bond 0-1yr UCITS ETF,iShares,96.49,95.92,96.8,0.0045,0.0015,0.0035,EUR,0.005,0.0031,0.0055,3/6/2009,EUN6,-0.0031,Ireland,0.0011,-0.0096,3/21/2023,Currency unhedged,Yes,Yes
IE00B5V94313,A1JXZG,iShares Germany Government Bond UCITS ETF (Dist),iShares,122,117.59,138.75,0.0354,0.002,0.0916,EUR,0.0157,0.0274,-0.0077,5/8/2012,IS0L,-0.1177,Ireland,0.013,-0.1813,3/21/2023,Currency unhedged,Yes,Yes
IE00BGJWWX56,A2N7D3,Invesco Euro Government Bond UCITS ETF Dist,Invesco,32.72,31.58,37.19,0.0377,0.001,0.0964,EUR,0.0195,0.0239,0.0006,8/28/2019,EIBB,-0.1179,Ireland,0.0132,-0.185,3/21/2023,Currency unhedged,Yes,No
IE00BKWD3B81,A2PVDZ,Invesco Euro Corporate Hybrid Bond UCITS ETF Acc,Invesco,35.87,33.39,39.27,0.008,0.0039,0.0692,EUR,0.008,-0.025,0.0008,9/17/2020,EHBA,-0.0978,Ireland,-0.0062,-0.1595,3/21/2023,Currency unhedged,Yes,No
IE00BKWD3966,A2PVDY,Invesco Euro Corporate Hybrid Bond UCITS ETF Dist,Invesco,34.06,32.2,38.31,0.0015,0.0039,0.0702,EUR,0.0015,-0.0313,-0.0056,9/17/2020,EHBD,-0.1035,Ireland,-0.0126,-0.1593,3/21/2023,Currency unhedged,Yes,Yes
LU0460391732,DBX0DZ,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C,Xtrackers,32.93,32.93,42.64,-0.0998,0.0029,0.2176,USD,-0.1046,-0.0336,-0.1331,4/9/2010,XSVT,-0.0983,Luxembourg,-0.0373,0.2892,3/21/2023,Currency unhedged,Yes,No
LU0292106167,DBX1LC,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged,Xtrackers,23.62,23.48,31.53,-0.1062,0.0039,0.2861,EUR Hedged,-0.1086,-0.0392,-0.0935,6/29/2007,XDBC,-0.1589,Luxembourg,-0.0438,0.1752,3/21/2023,Currency hedged,Yes,No
IE00B7LGZ558,A1JXZF,iShares France Government Bond UCITS ETF,iShares,129.98,125.58,149.39,0.0347,0.002,0.0981,EUR,0.014,0.0231,-0.0079,5/8/2012,IS0K,-0.1266,Ireland,0.0123,-0.1919,3/21/2023,Currency unhedged,Yes,Yes
LU1437024729,A2ANS1,Amundi Index Global Aggregate 500m UCITS ETF DR (C),Amundi ETF,48.81,47.22,52.47,0.0229,0.001,0.1084,EUR,0.0117,0.0142,-0.0249,1/24/2017,10AU,-0.0664,Luxembourg,0.0062,-0.1121,3/21/2023,Currency unhedged,Yes,Yes
LU1737654019,A2H9Q6,Amundi Index Global Aggregate 500M UCITS ETF DR EUR (D),Amundi ETF,48.23,46.98,53.27,0.029,0.001,0.1095,EUR,0.0178,0.0201,-0.0193,2/6/2018,10AM,-0.061,Luxembourg,0.0121,-0.1121,3/21/2023,Currency unhedged,Yes,Yes
LU1708330318,A2H56V,Amundi Index Global Aggregate 500m UCITS ETF DR EUR Hedged,Amundi ETF,46.84,44.56,50,0.0254,0.001,0.1094,EUR Hedged,0.0064,0.0143,-0.0004,12/12/2017,X8LV,-0.0708,Luxembourg,0.0234,-0.1342,3/17/2023,Currency hedged,Yes,Yes
IE00B3F81409,A0RGEQ,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),iShares,4.07,3.98,4.45,0.0241,0.001,0.1111,USD,0.0091,0.0174,-0.0219,11/21/2017,EUNU,-0.0631,Ireland,0.0074,-0.1073,3/21/2023,Currency unhedged,Yes,Yes
IE00B43QJJ40,A1JJTK,SPDR Bloomberg Global Aggregate Bond UCITS ETF,SPDR ETF,23.87,23.37,26.34,0.0231,0.001,0.1099,USD,0.0086,0.0143,-0.0239,1/26/2018,SYBZ,-0.0654,Ireland,0.0063,-0.112,3/21/2023,Currency unhedged,Yes,No
IE00BDBRDM35,A2H6ZT,iShares Core Global Aggregate Bond UCITS ETF EUR Hedged (Acc),iShares,4.62,4.42,4.98,0.0243,0.001,0.1155,EUR Hedged,0.0109,0.0153,0.0065,11/21/2017,EUNA,-0.0775,Ireland,0.0043,-0.1355,3/21/2023,Currency hedged,Yes,Yes
IE00BF1QPL78,A2H8NQ,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,SPDR ETF,26.42,25.54,28.91,0.0223,0.001,0.1164,EUR Hedged,0.0099,0.0138,0.0065,2/14/2018,SPFE,-0.0753,Ireland,0.0026,-0.1361,3/21/2023,Currency hedged,Yes,No
IE000AQ7A2X6,A3D2G8,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged (Acc),SPDR ETF,30.25,29.32,30.34,,0.001,,EUR Hedged,,0.0154,,1/9/2023,SPFF,,Ireland,0.0046,,3/21/2023,Currency hedged,Yes,No
IE00BF540Y54,A2H6ZS,iShares Core Global Aggregate Bond UCITS ETF GBP Hedged (Dist),iShares,5.16,4.9,5.84,0.0396,0.001,0.1501,GBP Hedged,0.0152,0.03,0.0132,11/21/2017,IS0G,-0.1044,Ireland,0.0118,-0.1739,3/21/2023,Currency hedged,Yes,Yes
IE00BF1QPJ56,A2H8NN,SPDR Bloomberg Global Aggregate Bond UCITS ETF GBP Hedged,SPDR ETF,31.72,30.09,35.89,0.0385,0.001,0.1506,GBP Hedged,0.0138,0.0295,0.0144,2/14/2018,SPFB,-0.1023,Ireland,0.0108,-0.172,3/21/2023,Currency hedged,Yes,No
IE00BZ043R46,A2DWBL,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc),iShares,4.87,4.7,5.23,0.034,0.001,0.1156,USD Hedged,0.0104,0.0188,-0.0451,11/21/2017,QDVJ,-0.0081,Ireland,0.0125,-0.0599,3/17/2023,Currency hedged,Yes,Yes
IE00BMGNVD65,A2P8AZ,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Dist),iShares,4.11,3.97,4.46,0.032,0.001,0.1147,USD Hedged,0.0094,0.0173,-0.0485,7/13/2020,AYEH,-0.0098,Ireland,0.0098,-0.0588,3/17/2023,Currency hedged,Yes,Yes
IE00BF1QPH33,A2H8NM,SPDR Bloomberg Global Aggregate Bond UCITS ETF USD Hedged,SPDR ETF,27.34,26.82,30.1,0.029,0.001,0.1156,USD Hedged,0.0144,0.0177,-0.0419,2/14/2018,SPFU,-0.017,Ireland,0.0092,-0.059,3/21/2023,Currency hedged,Yes,No
IE00BKC94M46,A2PRUB,SPDR Bloomberg Global Aggregate Bond UCITS ETF USD Hedged (Acc),SPDR ETF,26.16,25.64,28.45,0.03,0.001,0.1146,USD Hedged,0.0146,0.0185,-0.0421,10/9/2019,SPFV,-0.0171,Ireland,0.0107,-0.0601,3/21/2023,Currency hedged,Yes,No
IE00B7J7TB45,A1J0YD,iShares Global Corporate Bond UCITS ETF,iShares,78.98,78.81,87.72,0.0056,0.002,0.1168,USD,-0.0093,-0.013,-0.0417,9/24/2012,IS0X,-0.0698,Ireland,-0.0127,-0.1147,3/21/2023,Currency unhedged,Yes,Yes
IE00BFM6TB42,A2JKTY,iShares Global Corporate Bond UCITS ETF USD (Acc),iShares,4.69,4.59,5.04,0.024,0.002,0.1177,USD,0.0086,0.0064,-0.0249,5/10/2018,SXRB,-0.0524,Ireland,0.0064,-0.1156,3/21/2023,Currency unhedged,Yes,Yes
IE00BGYWFK87,A2PCCH,Vanguard USD Corporate Bond UCITS ETF Accumulating,Vanguard,48.78,47.71,52.68,0.0268,0.0009,0.1288,USD,0.0101,0.0093,-0.0356,2/19/2019,VUCE,-0.0335,Ireland,0.0093,-0.1013,3/21/2023,Currency unhedged,Yes,No
IE00BZ163K21,A143JM,Vanguard USD Corporate Bond UCITS ETF Distributing,Vanguard,43.67,43.22,48.58,0.0224,0.0009,0.1295,USD,0.0057,0.005,-0.0398,2/24/2016,VUCP,-0.0377,Ireland,0.0048,-0.1014,3/21/2023,Currency unhedged,Yes,No
IE00B9M6SJ31,A1W02Q,iShares Global Corporate Bond EUR Hedged UCITS ETF (Dist),iShares,86.66,81.27,97.04,0.019,0.0025,0.0736,EUR Hedged,0.0092,0.0023,0.0119,6/25/2013,IBCQ,-0.0878,Ireland,0.0023,-0.1638,3/21/2023,Currency hedged,Yes,Yes
IE00BJSFQW37,A2PGVV,iShares Global Corporate Bond UCITS ETF EUR Hedged (Dist),iShares,4.25,4.05,4.78,0.0047,0.0025,0.1305,EUR Hedged,-0.0093,-0.0117,-0.0047,4/26/2019,36B7,-0.1044,Ireland,-0.014,-0.1644,3/21/2023,Currency hedged,Yes,Yes
IE00BGYWFL94,A2P743,Vanguard USD Corporate Bond UCITS ETF EUR Hedged Accumulating,Vanguard,50.69,47.15,55.76,0.0199,0.0014,0.1364,EUR Hedged,0.0058,0.0056,0.0114,8/31/2020,VDCE,-0.0954,Ireland,0.0028,-0.18,3/21/2023,Currency hedged,Yes,No
IE00BF3N6Z78,A2DUC2,iShares Global Corporate Bond USD Hedged UCITS ETF,iShares,4.93,4.82,5.33,0.027,0.0025,0.1216,USD Hedged,0.0102,0.0061,-0.037,8/9/2017,SXRX,-0.0313,Ireland,0.0081,-0.0923,3/21/2023,Currency hedged,Yes,Yes
IE00BDD48R20,A2JCCL,Vanguard USD Corporate 1-3 Bond UCITS ETF Distributing,Vanguard,45.03,44.49,50.41,0.0074,0.0009,0.1051,USD,-0.0001,0.0009,-0.0517,5/22/2018,VUSC,0.0265,Ireland,-0.0017,0.0201,3/21/2023,Currency unhedged,Yes,No
IE00BG47KH54,A2PJZJ,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Accumulating,Vanguard,22.32,21.29,24.28,0.0252,0.001,0.1222,EUR Hedged,0.0099,0.0145,0.0072,6/18/2019,VAGF,-0.0853,Ireland,0.0022,-0.153,3/21/2023,Currency hedged,Yes,No
IE00BG47KB92,A2N9W4,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Distributing,Vanguard,21.36,20.52,23.59,0.0267,0.001,0.1226,EUR Hedged,0.0113,0.0155,0.0087,6/18/2019,VAGE,-0.0842,Ireland,0.0037,-0.1526,3/21/2023,Currency hedged,Yes,No
IE00BZ163M45,A143JN,Vanguard USD Treasury Bond UCITS ETF Distributing,Vanguard,20.77,20.4,23.19,0.0283,0.0007,0.1291,USD,0.0106,0.0209,-0.0461,2/24/2016,VGTY,-0.0285,Ireland,0.0043,-0.0717,3/21/2023,Currency unhedged,Yes,No
IE00BMX0B631,A2P741,Vanguard USD Treasury Bond UCITS ETF EUR Hedged Accumulating,Vanguard,25,23.71,27.18,0.0261,0.0012,0.131,EUR Hedged,0.0108,0.0219,0.0072,8/31/2020,VDTE,-0.0838,Ireland,0.0024,-0.1501,3/21/2023,Currency hedged,Yes,No
IE00BYM31M36,A2AFCX,iShares Fallen Angels High Yield Corporate Bond UCITS ETF,iShares,4.7,4.65,5.12,0.0129,0.005,0.092,USD,0.0043,-0.0105,-0.0252,6/21/2016,QDVQ,-0.0372,Ireland,0,-0.0904,3/21/2023,Currency unhedged,Yes,Yes
IE00BDFJYP58,A2JE36,iShares Fallen Angels High Yield Corporate Bond UCITS ETF USD (Acc),iShares,5.4,5.24,5.71,0.0207,0.005,0.0935,USD,0.0112,-0.0037,-0.0181,4/10/2018,2B7X,-0.0304,Ireland,0.0074,-0.0908,3/21/2023,Currency unhedged,Yes,Yes
IE00BF3N7219,A2DUC1,iShares Fallen Angels High Yield Corp Bond UCITS ETF EUR Hedged (Dist),iShares,4.55,4.43,5.13,0.0134,0.0055,0.1137,EUR Hedged,0.0044,-0.0109,0.0134,4/10/2018,IBC7,-0.0735,Ireland,0,-0.1425,3/21/2023,Currency hedged,Yes,Yes
IE00B87G8S03,A1J40N,iShares Global AAA-AA Government Bond UCITS ETF (Dist),iShares,72.39,69.94,81.8,0.0329,0.002,0.1271,USD,0.0129,0.0221,-0.0197,10/3/2012,IS0Z,-0.1057,Ireland,0.0094,-0.1628,3/21/2023,Currency unhedged,Yes,Yes
IE00BZ171348,A2JNLK,iShares Global AAA-AA Government Bond UCITS USD (Acc),iShares,4.08,3.92,4.56,0.0352,0.002,0.1284,USD,0.0173,0.0249,-0.0167,7/3/2018,OM3H,-0.1024,Ireland,0.0123,-0.1586,3/21/2023,Currency unhedged,Yes,Yes
LU1910939849,LYX99B,Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF - Dist,Lyxor ETF,9.86,9.64,10.7,0.0227,0.0009,0.1092,USD,0.0133,0.0164,-0.0294,2/25/2019,B8TR,-0.0361,Luxembourg,0.0061,-0.0361,3/21/2023,Currency unhedged,Yes,No
LU1910940268,LYX99D,Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF - Monthly Hedged to EUR - Dist,Lyxor ETF,10.27,9.98,10.98,0.0148,0.002,0.1163,EUR Hedged,0.0088,0.0098,-0.0039,5/20/2019,B8TQ,-0.0627,Luxembourg,-0.0019,-0.0722,3/21/2023,Currency hedged,Yes,No
IE000TVPSRI1,A3DJZD,HANetf Grayscale Future of Finance UCITS ETF,HANetf,5.67,3.97,9.83,0.3325,0.007,,USD,0.3075,-0.1483,-0.2317,5/13/2022,GF0F,,Ireland,0.1207,,3/21/2023,Currency unhedged,Yes,No
IE00B7LW6Y90,A1JXZH,iShares Italy Government Bond UCITS ETF EUR (Dist),iShares,144.2,138.2,162.44,0.0468,0.002,0.1033,EUR,0.035,0.0213,0.023,5/8/2012,IS0M,-0.1026,Ireland,0.0148,-0.1749,3/21/2023,Currency unhedged,Yes,Yes
IE00BFMM9235,A2JGQJ,iShares Italy Government Bond UCITS ETF USD Hedged (Acc),iShares,4.89,4.7,5.36,0.0532,0.0022,0.1471,USD Hedged,0.0356,0.0248,-0.0256,4/19/2018,EDMA,-0.0462,Ireland,0.0185,-0.1013,3/21/2023,Currency hedged,Yes,Yes
IE00B6YX5M31,A1JKSU,SPDR Bloomberg Euro High Yield Bond UCITS ETF,SPDR ETF,49.42,46.66,54.15,0.0176,0.004,0.0641,EUR,0.0188,-0.0167,0.0346,2/3/2012,SYBJ,-0.0505,Ireland,-0.0031,-0.1108,3/21/2023,Currency unhedged,Yes,No
LU2446383338,A3DZEN,BNP Paribas Easy EUR Corporate Bond SRI PAB 3-5Y UCITS ETF,BNP Paribas Easy,10.16,10.02,10.31,0.012,0.002,,EUR,0.0079,0,,10/27/2022,ASRX,,Luxembourg,0,,3/21/2023,Currency unhedged,Yes,No
IE000MCVFK47,DBX0N7,Xtrackers EUR Corporate Green Bond UCITS ETF 1C,Xtrackers,24.73,23.61,27.26,0.0261,0.0025,0.072,EUR,0.0152,0.0069,0.0102,6/24/2021,XGBE,-0.0951,Ireland,0.002,-0.1686,3/21/2023,Currency unhedged,Yes,No
IE00B6X2VY59,A1J5ST,iShares EUR Corporate Bond Interest Rate Hedged ESG UCITS ETF,iShares,92.32,89.3,93.84,-0.0103,0.0025,0.0272,EUR,-0.0085,-0.0219,0.0105,10/22/2012,IS0Y,-0.0149,Ireland,-0.0111,-0.0333,3/21/2023,Currency unhedged,Yes,Yes
IE000QADMYA3,A3DJRH,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Accumulating,Vanguard,5.07,4.98,5.16,0.006,0.0011,,EUR,0.006,-0.002,,11/15/2022,V3RE,,Ireland,-0.002,,3/21/2023,Currency unhedged,Yes,No
IE000F37PGZ3,A3DJRJ,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Distributing,Vanguard,5.01,4.95,5.15,-0.002,0.0011,,EUR,-0.002,-0.0079,,11/15/2022,V3RF,,Ireland,-0.002,,3/21/2023,Currency unhedged,Yes,No
IE00BF5GB717,A2JBMD,iShares EUR Floating Rate Bond ESG UCITS ETF EUR (Dist),iShares,5,4.96,5.02,0.002,0.001,0.0135,EUR,0.002,-0.004,0.004,6/27/2018,EFRN,0.002,Ireland,-0.006,-0.004,3/21/2023,Currency unhedged,Yes,No
IE00BD49R912,A2JKH6,WisdomTree EUR Aggregate Bond ESG Enhanced Yield UCITS ETF EUR,WisdomTree,43.93,42.42,50.38,0.0325,0.0018,0.0927,EUR,0.0183,0.0131,0.0091,7/2/2018,WTDP,-0.1205,Ireland,0.0094,-0.1945,3/21/2023,Currency unhedged,Yes,No
IE00BD49RB39,A2JKH7,WisdomTree EUR Aggregate Bond ESG Enhanced Yield UCITS ETF EUR Acc,WisdomTree,45.45,43.66,51.72,0.0325,0.0018,0.0923,EUR,0.0185,0.0131,0.009,7/2/2018,WTDQ,-0.1206,Ireland,0.0095,-0.1944,3/21/2023,Currency unhedged,Yes,No
IE00B3DKXQ41,A0RGEN,iShares Euro Aggregate Bond ESG UCITS ETF,iShares,105.68,102.51,119.46,0.0311,0.0016,0.0829,EUR,0.0161,0.0174,0.0022,3/6/2009,EUN4,-0.1081,Ireland,0.0094,-0.1729,3/21/2023,Currency unhedged,Yes,Yes
LU2182388236,A2P6TL,Amundi Index Euro Aggregate SRI UCITS ETF DR (C),Amundi ETF,42.13,40.89,47.34,0.0299,0.0016,0.0831,EUR,0.0146,0.0168,0.0005,7/7/2020,PR10,-0.1095,Luxembourg,0.0095,-0.1728,3/21/2023,Currency unhedged,Yes,No
LU2439113387,A3DEGS,Amundi Index Euro Aggregate SRI UCITS ETF DR (D),Amundi ETF,43.82,42.53,49.41,0.0299,0.0016,,EUR,0.0147,0.0171,0.0006,3/10/2022,9E0E,,Luxembourg,0.0096,,3/21/2023,Currency unhedged,Yes,No
LU1805389258,A2JLRU,UBS ETF (LU) Bloomberg MSCI Euro Area Liquid Corporates 1-5 Year Sustainable UCITS ETF (EUR) A-dis,UBS ETF,9.99,9.81,10.72,0.0124,0.0018,0.0419,EUR,0.0074,-0.001,0.0064,5/31/2018,UIQL,-0.0596,Luxembourg,-0.001,-0.0856,3/21/2023,Currency unhedged,Yes,No
LU1484799843,A2AQ6E,UBS ETF (LU) Bloomberg MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (EUR) A-acc,UBS ETF,13.04,12.45,14.4,0.0187,0.002,0.0722,EUR,0.0085,-0.0046,0.0116,11/30/2017,4UBF,-0.0938,Luxembourg,-0.0023,-0.1611,3/21/2023,Currency unhedged,Yes,No
LU1484799769,A2AQ6D,UBS ETF (LU) Bloomberg MSCI Euro Area Liquid Corporates Sustainable UCITS ETF (EUR) A-dis,UBS ETF,12.34,11.88,13.77,0.0139,0.002,0.0728,EUR,0.004,-0.0089,0.0073,1/17/2017,UIMC,-0.0981,Luxembourg,-0.0065,-0.1607,3/21/2023,Currency unhedged,Yes,No
IE000AK4O3W6,A3DLEG,iShares EUR Corporate Bond 0-3yr ESG UCITS ETF EUR (Acc),iShares,4.94,4.86,5,0.0061,0.0012,,EUR,0.0041,0,0.0061,5/25/2022,IE3E,,Ireland,0,,3/21/2023,Currency unhedged,Yes,No
IE00BYZTVV78,A142NU,iShares EUR Corporate Bond 0-3yr ESG UCITS ETF EUR (Dist),iShares,4.83,4.76,4.94,0.0063,0.0012,0.0239,EUR,0.0063,0.0021,0.0069,1/7/2016,QDVL,-0.0232,Ireland,0,-0.0371,3/21/2023,Currency unhedged,Yes,No
